0,1,2,3,4,5,6,7,8,9,10,11
국립박물관문화재단,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
국립부산과학관,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
국립생태원,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
국립암센터,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
국립중앙의료원,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
국립해양박물관,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
국민건강보험공단,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 5명,6. 기타,,,,,
국민연금공단,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
국방과학연구소,1. 기관소개 :,2. 정보목록 : ,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 2명,6. 기타,,,,,
국방기술품질원,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
국악방송,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
국제원산지정보원,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
국토교통과학기술진흥원,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
국토연구원,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
군산의료원,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
군포도시공사,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
근로복지공단,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
금천구시설관리공단,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
기술보증기금,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
기초과학연구원,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
김대중컨벤션센터,1. 기관소개 :,2. 정보목록 :,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
김포시시설관리공단,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
남북교류협력지원협회,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
남양주도시공사,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
남원의료원,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
노사발전재단,1. 기관소개 :,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
한국지역정보개발원,1. 기관소개,2. 정보목록 :  http://www.klid.or.kr/section/board/bbs_list.html?PID=infodatalist,3. 보유기록물 현황  : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타: 정보화연구자료(http://www.klid.or.kr/section/board/bbs_list.html?PID=infodata),,,,,
한국지질자원연구원,1. 기관소개,2. 정보목록 :  https://www.kigam.re.kr/board.es?mid=a10104000000&bid=0018,3. 보유기록물 현황 : 기록물 생산현황(https://www.kigam.re.kr/board.es?mid=a10911000000&bid=0020),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 : 확인불가,6. 기타,,,,,
한국천문연구원,1. 기관소개,2. 정보목록 :  https://www.kasi.re.kr/kor/government/post/informationList,3. 보유기록물 현황 : 기록물 생산현황(https://www.kasi.re.kr/kor/government/post/preInformation/3998?clsf_cd=cateG07),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타: 연구성과(https://www.kasi.re.kr/kor/result/pageView/233),,,,,
한국철도공사,1. 기관소개,2. 정보목록 : http://info.korail.com/mbs/www/subview.jsp?id=www_060300000000,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  5명 이상,6. 기타 : 간행물(http://info.korail.com/mbs/www/subview.jsp?id=www_040403000000),,,,,
한국철도기술연구원,1. 기관소개,2. 정보목록 :  https://www.krri.re.kr/_prog/_board/?code=sub01_010301&site_dvs_cd=kr&menu_dvs_cd=010301,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  확인불가(정보자산팀 소속으로 추정),6. 기타,,,,,
국가철도공단,1. 기관소개,2. 정보목록 :  http://www.kr.or.kr/boardCnts/view.do?m=0505&boardID=2&viewBoardID=2&boardSeq=21606&lev=0&statusYN=C&page=1,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  4명,6. 기타: ,,,,,
한국청소년정책연구원,1. 기관소개,2. 정보목록 :  https://www.nypi.re.kr/brdartcl/boardarticleList.do?brd_id=BDIDX_vSV0KkI0nOC762Y1AyMU2t&menu_nix=cbMkl0Uj,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국콘텐츠진흥원,1. 기관소개,2. 정보목록 :  http://www.kocca.kr/cop/bbs/list/B0000253.do?menuNo=201528,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국토지주택공사,1. 기관소개,2. 정보목록 :  https://www.lh.or.kr/user/openInfo/infoList.do,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타:  LH역사관 및 사사자료 수집 업무 ,,,,,
한국해양수산개발원,1. 기관소개,2. 정보목록 :  https://www.kmi.re.kr/web/board/list.do?rbsIdx=303,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국환경공단,1. 기관소개,2. 정보목록 :  http://www.keco.or.kr/kr/customer/gov30/infoOthbc/list.do,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  2명,6. 기타,,,,,
한국환경산업기술원,1. 기관소개,2. 정보목록 :  https://www.keiti.re.kr:8445/site/keiti/data/openList/screen.do (2009~2015년),3. 보유기록물 현황,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타: 기관 홍보자료(https://www.keiti.re.kr:8445/site/keiti/ex/board/List.do?cbIdx=274),,,,,
한전KDN,1. 기관소개,2. 정보목록 :  https://www.kdn.com/board.kdn?mid=a10410000000&bid=0158,3. 보유기록물 현황 :  시청각기록물 보유현황(https://www.kdn.com/board.kdn?mid=a10402100200&bid=0108),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한전KPS,1. 기관소개,2. 정보목록 :  https://www.kps.co.kr/infoopen/open_info/boardList.do,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
해양수산과학기술진흥원,1. 기관소개,2. 정보목록 :  https://www.kimst.re.kr/u/open/info_list/content.do,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
해양환경공단,1. 기관소개,2. 정보목록 :  https://www.koem.or.kr/site/koem/ex/board/List.do?cbIdx=475,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국나노기술원,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국도로공사,1. 기관소개,2. 정보목록 :  http://www.ex.co.kr/site/com/pageProcess.do?selDpPgNm=menuno=100101080&dirNm=portal,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국도박문제관리센터,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국도핑방지위원회,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국로봇산업진흥원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타: 사진/동영상 자료(https://www.kiria.org/portal/reference/portalRefContentsList.do),,,,,
한국문화관광연구원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국문화예술교육진흥원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타: 아르떼 라이브러리(https://lib.arte.or.kr/index.do),,,,,
한국문화예술회관연합회,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타 : 사진자료(https://www.kocaca.or.kr/Pages/Community/PhotoBoard/PhotoBoard.aspx),,,,,
한국문화정보원,1. 기관소개,2. 정보목록 :  https://www.kcisa.kr/kr/board/infolist/boardList.do(2013년),3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국발명진흥회,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 확인불가,6. 기타 : 포토갤러리https://www.kipa.org/kipa/advertise/kw_0303.jsp,,,,,
한국법제연구원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타: 웹디비 및 간행물 목록(https://www.klri.re.kr/kor/openData/list.do),,,,,
한국벤처투자,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 없음,6. 기타,,,,,
한국보건복지인력개발원,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국보건의료연구원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국보육진흥원,1. 기관소개,2. 정보목록 :  https://www.kcpi.or.kr/kcpi/openinfo/infolist.do,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타: 기관 갤러리(https://www.kcpi.or.kr/kcpi/cyberpr/periodgallery1.do),,,,,
한국사학진흥재단,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타: 재단자료실(https://www.kasfo.or.kr/05_fou/08_01.asp),,,,,
한국사회복지협의회,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국산림복지진흥원,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명 ,6. 기타,,,,,
한국상하수도협회,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
한국수산자원공단,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
한국수자원조사기술원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 확인불가,6. 기타: 연구관련 자료(https://www.kihs.re.kr/user_new/library/list.php?menu=0516&p_cate=08),,,,,
한국어촌어항공단,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
한국언론진흥재단,1. 기관소개,2. 정보목록 :  보유문서목록(https://www.kpf.or.kr/front/publicList/publicListDocListPage.do),3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타: 기획취재 역대보도물 아카이브(https://www.kpf.or.kr/front/news/historyReportPaperListPage.do),,,,,
한국에너지정보문화재단,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 확인불가,6. 기타,,,,,
한국여성과학기술인지원센터,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국예술인복지재단,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국원자력안전기술원,1. 기관소개,2. 정보목록 :  https://www.kins.re.kr/nsic.do?menu_item=info_list,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 확인불가,6. 기타,,,,,
한국원자력안전재단,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국원자력의학원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타: 50년 사사(https://www.kirams.re.kr/kcch/years50.do),,,,,
한국의약품안전관리원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
한국장애인개발원,1. 기관소개,2. 정보목록 :  https://www.koddi.or.kr/intro/openInfo_list.jsp,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
한국저작권위원회,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
한국지식재산보호원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국체육산업개발,1. 기관소개,2. 정보목록 :  http://www.ksponco.or.kr/jsp/homepage/contents/information/info_list.do,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타: 포토갤러리(http://www.ksponco.or.kr/jsp/homepage/contents/promote/pgallery4_list.do),,,,,
한국특허전략개발원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국표준협회,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 확인불가,6. 기타: 사이버역사관(http://history.ksa.or.kr/site/main/intro),,,,,
환경보전협회,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국해양진흥공사,1. 기관소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타,,,,,
한국형사정책연구원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 :  없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
한국환경정책·평가연구원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국희귀필수의약품센터,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한전원자력연료,1. 기관소개,2. 정보목록 : knfc.co.kr/board?menuId=MENU00340,3. 보유기록물 현황 ,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국개발연구원,1. 기관소개 : 한국개발연구원는 1971년에 설립된 대한민국 최초의 사회과학분야 종합정책연구소이며 종합적인 연구를 바탕으로 실천적 정책대안을 제시하는 정부산하공공기관입니다.,2. 정보목록 : https://www.kdi.re.kr/goverment/opened_list.jsp,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타 :,,,,,
화성도시공사,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
한국과학기술원,1. 기관소개,2. 정보목록 : https://archives.kaist.ac.kr/intro.do?target=intro#,3. 보유기록물 현황 : 기록컬렉션(https://archives.kaist.ac.kr/collection.do#),4. 기록관 홈페이지 링크 :  https://archives.kaist.ac.kr/intro.do?target=intro#,5. 기록물관리전문요원 배치 인원 :  확인불가,6. 기타,,,,,
한국특허정보원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
한국한의약진흥원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 확인불가,6. 기타,,,,,
한국마사회,1. 기관소개,2. 정보목록 :  기록물생산현황(http://www.kra.co.kr/openListOpen.do),3. 보유기록물 현황 :  시청각기록물 보유현황(http://board.kra.co.kr/board/viewPost.do?srchOk=N&searchField=&searchValue=&artNo=131754&currentPage=1&remarkNo=-1&boardNo=201&siteflag=-1),4. 기록관 홈페이지 링크 :  없음,5. 기록물관리전문요원 배치 인원 :  1명,6. 기타 : ,,,,,
한국저작권보호원,1. 기관소개,2. 정보목록 :  없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 :  0명,6. 기타,,,,,
울산광역시남구도시관리공단,1. 기관소개,2. 정보목록 :없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
울산광역시중구도시관리공단,1. 기관소개:,2. 정보목록 : 없음,3. 보유기록물 현황 : https://www.ujcmc.or.kr/PageLink.do?link=info/list1,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
은평구시설관리공단,1. 기관소개:,2. 정보목록 : http://cleaneye.go.kr/user/empGongsiData.do?entId=2007100362,3. 보유기록물 현황 : ,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
의료기관평가인증원,1. 기관소개:,2. 정보목록 : https://www.koiha.or.kr/web/kr/community/infoOpen.do,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
의왕도시공사,1. 기관소개:,2. 정보목록 : http://www.uuc.or.kr/M_05/page02_30.html,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
이천시시설관리공단,1. 기관소개:,2. 정보목록 : https://www.2000fmc.or.kr/,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
인제군문화재단,1. 기관소개:,2. 정보목록 :없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
인천광역시강화군시설관리공단,1. 기관소개:,2. 정보목록 : https://www.ghss.or.kr/user/board/preInfoNoti.do,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
인천광역시계양구시설관리공단,1. 기관소개:,2. 정보목록 : http://www.gysiseol.or.kr/main/main.php?categoryid=07&menuid=05&groupid=08,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
인천광역시남동구시설관리공단,1. 기관소개:,2. 정보목록 : https://www.namdongcmc.co.kr/new2013/sub12/sub12_09.asp,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
인천광역시미추홀구시설관리공단,1. 기관소개:,2. 정보목록 : https://www.inimc.co.kr/main/open/list.jsp,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
인천광역시부평구시설관리공단,1. 기관소개:,2. 정보목록 : https://www.bpss.or.kr:444/open_content/main/open/list.jsp,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
인천광역시서구시설관리공단,1. 기관소개:,2. 정보목록 : https://www.issi.or.kr/modules/board/bd_list.asp?id=issi_open_infomation&left=2&sleft=5&mn_code=151112,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
인천광역시연수구시설안전관리공단,1. 기관소개:,2. 정보목록 : https://www.ysfsmc.or.kr/information/system/list.jsp,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
인천광역시중구시설관리공단,1. 기관소개:,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
인천광역시의료원,1. 기관소개:,2. 정보목록 : https://www.icmc.or.kr/gov30/gov7.php?tsort=7&msort=90,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
인천교통공사,1. 기관소개:,2. 정보목록 : https://www.ictr.or.kr/main/openinfo/document.jsp,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
인천국제공항공사,1. 기관소개:,2. 정보목록 : https://www.airport.kr/co/ko/ptc/adminInfoList.do,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 2명,6. 기타,,,,,
인천시설공단,1. 기관소개:,2. 정보목록 : http://www.insiseol.or.kr/civil/opendata_monitoring.asp,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 1명,6. 기타,,,,,
인천연구원,1. 기관소개:,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크 : 없음,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
건국대학교박물관,1. 아카이브 소개,2. 정보목록 : 없음,3. 보유기록물 현황 : 없음,4. 기록관 홈페이지 링크,5. 기록물관리전문요원 배치 인원 : 0명,6. 기타,,,,,
