기관유형,기관명,설명
중앙부처소속기관,광주전남지방병무청,"1. 기관소개<br>광주전남지방병무청 광주광역시와 전라남도 지역 병역자원의 획득 관리 및 병역의무자 징집·소집, 전시 병력동원 등 병무행정을 총괄하는 병무청 소속기관이다. 주요 업무는 광주광역시와 전라남도 지역 병역자원의 획득 관리 및 병역의무자에 대한 징집·소집, 전시 병력동원, 향토예비군 편성 및 관리, 산업기능인력 지원 및 병역의무자 국외여행 허가 등이다.<br>2. 정보목록 : 없음 <br>3. 광주전남지방병무청 기록관 보유기록물 현황<br>https://open.mma.go.kr/caisGGGS/board/boardView.do?gesipan_id=57&gsgeul_no=1503299&menu_id=mma0000201&pageIndex=1&searchCondition=gsgjemok_nm&searchKeyword=&searchDate=ccdatabalsaeng_dtm&sdate=&edate=&pageUnit=10&searchCondition2=1&searchKeyword2=기록관%20보유기록물%20현황<br>4. 기록관 홈페이지 링크 : 없음 <br>5. 기록물관리전문요원 배치 인원 : 1명<br>*기록관리 업무 담당자 : 2명 <br>6. 기타 <br> 1) 기록물 자체 기본계획<br>https://open.mma.go.kr/caisGGGS/board/boardView.do?gesipan_id=57&gsgeul_no=1503303&menu_id=mma0000201&pageIndex=1&searchCondition=gsgjemok_nm&searchKeyword=&searchDate=ccdatabalsaeng_dtm&sdate=&edate=&pageUnit=10&searchCondition2=1&searchKeyword2=기록물%20자체%20기본%20계획<br> 2) 2019년 기록물 공개여부 재분류 현황<br>https://open.mma.go.kr/caisGGGS/board/boardView.do?gesipan_id=57&gsgeul_no=1503301&menu_id=mma0000201&pageIndex=1&searchCondition=gsgjemok_nm&searchKeyword=&searchDate=ccdatabalsaeng_dtm&sdate=&edate=&pageUnit=10&searchCondition2=1&searchKeyword2=기록물%20공개여부%20재분류<br> 3) 2020년 기록물 생산현황<br>https://open.mma.go.kr/caisGGGS/board/boardView.do?gesipan_id=57&gsgeul_no=1504481&menu_id=mma0000201&pageIndex=1&searchCondition=gsgjemok_nm&searchKeyword=&searchDate=ccdatabalsaeng_dtm&sdate=&edate=&pageUnit=10&searchCondition2=1&searchKeyword2=기록물생산현황"
중앙부처소속기관,전북지방병무청,"1. 기관소개<br>전북지방병무청 전라북도 지역 병역자원의 획득 관리 및 병역의무자의 징집·소집, 전시 병력동원 등의 업무를 관장하는 병무청 소속기관이다. 주요 기능은 병역자원 관리, 징병검사 및 각종 병역처분, 현역병 입영 및 사회복무요원 소집, 향토예비군 편성 관리, 전시병력동원 및 훈련소집, 산업기능인력 지원, 병역의무자의 국외여행 허가 등이다.<br>2. 정보목록 : 없음<br>3. 전북지방병무청 기록관 보유기록물 현황<br>https://open.mma.go.kr/caisGGGS/board/boardView.do?gesipan_id=61&gsgeul_no=1502834&menu_id=mma0000205&pageIndex=1&searchCondition=gsgjemok_nm&searchKeyword=&searchDate=ccdatabalsaeng_dtm&sdate=&edate=&pageUnit=10&searchCondition2=1&searchKeyword2=기록관%20보유기록물%20현황<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타<br> 1) 기록물 자체 기본 계획<br>https://open.mma.go.kr/caisGGGS/board/boardView.do?gesipan_id=61&gsgeul_no=1503208&menu_id=mma0000205&pageIndex=1&searchCondition=gsgjemok_nm&searchKeyword=&searchDate=ccdatabalsaeng_dtm&sdate=&edate=&pageUnit=10&searchCondition2=1&searchKeyword2=기록물%20자체%20기본%20계획<br> 2) 기록물 공개여부 재분류(2020년)<br>https://open.mma.go.kr/caisGGGS/board/boardView.do?gesipan_id=61&gsgeul_no=1504151&menu_id=mma0000205&pageIndex=1&searchCondition=gsgjemok_nm&searchKeyword=&searchDate=ccdatabalsaeng_dtm&sdate=&edate=&pageUnit=10&searchCondition2=1&searchKeyword2=기록물%20공개여부%20재분류<br> 3) 기록물생산현황(2019년 생산분)<br>https://open.mma.go.kr/caisGGGS/board/boardView.do?gesipan_id=61&gsgeul_no=1504402&menu_id=mma0000205&pageIndex=1&searchCondition=gsgjemok_nm&searchKeyword=&searchDate=ccdatabalsaeng_dtm&sdate=&edate=&pageUnit=10&searchCondition2=1&searchKeyword2=기록물생산현황"
중앙부처소속기관,제주지방병무청,"1. 기관소개<br>제주지방병무청은 제주특별자치도 지역 병역자원의 획득 관리 및 병역의무자의 징집·소집 및 전시 병력동원 등의 업무를 관장하는 병무청 소속기관이다. 주로 국토방위의 근간이 되는 병역자원을 효율적으로 획득 관리하고, 병역의무자에 대한 징집·소집 및 전시병력동원, 향토예비군의 편성 관리 및 산업기능인력의 지원, 병역의무자 국외여행 허가 등과 관련된 병무행정을 수행한다.<br>2. 정보목록 : 없음<br>3. 제주지방병무청 기록관 보유기록물 현황<br>https://open.mma.go.kr/caisGGGS/board/boardView.do?gesipan_id=63&gsgeul_no=1503577&menu_id=mma0000207&pageIndex=1&searchCondition=gsgjemok_nm&searchKeyword=&searchDate=ccdatabalsaeng_dtm&sdate=&edate=&pageUnit=10&searchCondition2=1&searchKeyword2=기록관%20보유기록물%20현황<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타<br> 1) 기록물 자체 기본계획<br>https://open.mma.go.kr/caisGGGS/board/boardView.do?gesipan_id=63&gsgeul_no=1503583&menu_id=mma0000207&pageIndex=1&searchCondition=gsgjemok_nm&searchKeyword=&searchDate=ccdatabalsaeng_dtm&sdate=&edate=&pageUnit=10&searchCondition2=1&searchKeyword2=기록물%20자체%20기본%20계획<br> 2) 기록물 공개여부 재분류(2019년)<br>https://open.mma.go.kr/caisGGGS/board/boardView.do?gesipan_id=63&gsgeul_no=1503579&menu_id=mma0000207&pageIndex=1&searchCondition=gsgjemok_nm&searchKeyword=&searchDate=ccdatabalsaeng_dtm&sdate=&edate=&pageUnit=10&searchCondition2=1&searchKeyword2=기록물%20공개여부%20재분류<br> 3) 기록물 생산현황 (2019년도 생산분)<br>https://open.mma.go.kr/caisGGGS/board/boardView.do?gesipan_id=63&gsgeul_no=1504374&menu_id=mma0000207&pageIndex=1&searchCondition=gsgjemok_nm&searchKeyword=&searchDate=ccdatabalsaeng_dtm&sdate=&edate=&pageUnit=10&searchCondition2=1&searchKeyword2=기록물생산현황"
중앙부처소속기관,서울본부세관,"1. 기관소개<br>서울세관은 관세국경 관리를 맡는 관세청의 지역세관이다. 권역 내 세관으로 구로 안양 파주 성남 의정부 대전 천안 청주 충주 대산 원주 속초 동해 고성세관 등 14개가 있다. 조직은 통관국 심사국 조사국 등 3국, 2담당관, 12과로 구성됐다. 기본 조직 이외에 심사관, 조사관, 외환조사관이 활동하며, 분석실을 운영한다. 주요 업무로 수출입 물품 및 여행자에 대한 통관 관리, 수입 물품에 대한 관세 및 내국세 부과, 마약 총기류 및 유해식품 불법 반입 단속, 원산지 허위 표시 및 지적재산권 침해 물품 단속을 한다. 또 불법외환거래 및 자금세탁 방지를 위한 대외거래 종합단속, 유해화학물질 및 희귀동식물 불법 반입 단속, 밀수 단속을 통한 국내 산업 보호업무를 수행한다. 특히 수입화물 통관진행, 세관사건 진행, 휴대품 예상 세액, 보세 운송 차량, 수출 이행 내역, 심사진행 사항, 출항허가 조회 서비스를 홈페이지를 통해 실시간 제공한다.<br>2. 정보목록<br>https://www.customs.go.kr/seoul/na/ntt/selectNttList.do?mi=10269&bbsId=1883&aditCol1=CTGRY_00000000000833<br>3. 보유기록물 현황: 없음 <br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명 <br>*기록관리 업무 담당자 : 8명 <br>6. 기타<br> 1) 2019년 기록물 공개재분류 결과 공개목록(파일)<br>https://www.customs.go.kr/common/nttFileDownload.do?fileKey=4c806414d6de50d562e4fe57ecb874ba"
중앙부처소속기관,인천본부세관,"1. 기관소개<br>인천본부세관은 관세국경 관리를 맡는 관세청 소속의 지방 행정 기관이다. 권역 내 산하세관으로 김포공항세관, 인천공항국제우편세관, 수원세관, 안산세관(부평세관비즈니스센터) 등 4개 세관이 있다. 관할구역은 인천광역시 전체(인천공항세관 관할구역 제외)와 경기도 일부 지역이다. 본부 조직은 세관장 아래 1담당관(감사담당관), 7국(수출입통관국, 휴대품통관1국, 휴대품통관2국,특송통관국, 심사국, 조사국, 감시국)으로 구성돼 있다.<br>주요 업무로 수출입 물품에 대한 통관 관리, 수입 물품에 대한 관세 및 내국세 부과, 마약 총기류 및 유해식품 불법 반입 단속, 원산지 허위 표시 및 지적재산권 침해 물품 단속을 한다. 또 불법외환거래 및 자금세탁 방지를 위한 대외거래 종합단속, 유해화학물질 및 희귀동식물 불법 반입 단속, 밀수 단속을 통한 국내 산업 보호업무를 수행한다.<br>2. 정보목록<br>https://www.customs.go.kr/incheon/na/ntt/selectNttList.do?mi=10271&bbsId=2046&aditCol1=CTGRY_00000000000813<br>3. 보유기록물 현황(파일)<br>https://www.customs.go.kr/common/nttFileDownload.do?fileKey=6a7f1c27b48c64a0f1d7d3c6a0256662<br>4. 기록관 홈페이지 링크 : 없음 <br>5. 기록물관리전문요원 배치 인원 : 1명 <br>*기록관리 업무 담당자 : 19명 <br>6. 기타<br> 1) 2019년도 인천세관 기록물 공개재분류 현황 및 결과(파일)<br>https://www.customs.go.kr/common/nttFileDownload.do?fileKey=82ac3801bb565d67de010416fd6195e3"
중앙부처소속기관,대구본부세관,"1. 기관소개<br>대구본부세관은 관세청 산하의 지방세관으로 대구세관, 울산세관, 구미세관, 포항세관, 속초세관, 동해세관 등을 관할하는 본부세관이다. <br>대구본부세관의 기능은 수출입 화물, 보세화물의 검사 및 통관요건 확인 등의 통관업무, 수입물품의 과세가격 및 세번의 결정, 관세 등의 징수 또는 환급 등의 심사업무, 관세범 및 기타 무역, 외환 관련 법률 위한 사범에 대한 조사 처분 등의 조사업무, 우리나라와 외국간을 왕래하는 선박이나 항공기 및 화물에 대한 각종 관련법규의 집행, 여행자 및 승무원 등의 휴대품 검사를 비롯한 감시업무다.<br>2. 정보목록<br>https://www.customs.go.kr/daegu/na/ntt/selectNttList.do?mi=10268&bbsId=1887&aditCol1=CTGRY_00000000000893<br>3. 대구본부세관 기록관 문서고 보유목록(파일)<br>https://www.customs.go.kr/common/nttFileDownload.do?fileKey=96de2c30b2f8e7d3e8ec63dbc079ae8d<br>4. 기록관 홈페이지 링크 : 없음 <br>5. 기록물관리전문요원 배치 인원 : 1명<br>*기록관리 업무 담당자 : 2명 <br>6. 기타<br> 1) 대구본부세관 기록관 현황(파일)<br>https://www.customs.go.kr/common/nttFileDownload.do?fileKey=8e0d878e87cf24c82a517b17c5a26be5<br> 2) 2018년도 기록물 공개재분류 결과(파일)<br>https://www.customs.go.kr/common/nttFileDownload.do?fileKey=9a96faa6afb92acb479826decf66e7bc<br> 3) 기록관리기준표(파일) <br>https://www.customs.go.kr/common/nttFileDownload.do?fileKey=b0dd5184f2168d4befa54dbd12ff8372"
중앙부처소속기관,광주본부세관,"1. 기관소개<br>광주본부세관은 광주광역시와 전라남북도 및 제주지역을 관할하는 본부세관이다. 이들 지역의 수출입 통관을 지원하고 부정무역과 불법 외환거래를 단속하는 일을 하는 관세청 산하 지방세관이다. <br>조직은 감사담당관실, 세관운영과, 통관지원과, 납세심사과, 조사과, 휴대품과 등 1실 5과로 구성돼 있다. 세관운영과는 인사, 교육, 회계 등 세관 운영과 살림에 대한 업무를 담당한다. 통관지원과는 수출 및 수입 통관 업무와 유통이력 관리 등의 업무를 처리하며, 휴대품과는 휴대품 검사와 엑스레이 검사, 테러 관련 업무를 수행한다. 납세심사과는 통관•감시•조사, 무역 관련 정보 수집, 수입물품 동향 분석 등을 담당하며, 조사과는 관세범과 무역사범의 범칙 행위를 조사하고 압수물품의 보관과 관리 등을 맡고 있다.<br>2. 정보목록<br>https://www.customs.go.kr/gwangju/na/ntt/selectNttList.do?mi=10270&bbsId=2045&aditCol1=CTGRY_00000000000844<br>3. 보유기록물 현황 : 없음 <br>4. 기록관 홈페이지 링크 : 없음 <br>5. 기록물관리전문요원 배치 인원 : 1명 <br>6. 기타<br> 1) 2019년도 기록관 운영 현황(파일)<br>https://www.customs.go.kr/common/nttFileDownload.do?fileKey=a759da3e126372b0551e3804f1ccdc0e<br> 2) 2019년 광주본부세관 비공개기록물 공개재분류 결과(파일)<br>https://www.customs.go.kr/common/nttFileDownload.do?fileKey=d268ab51e5936481c6a9833649dbc5cb"
중앙부처소속기관,서울지방교정청,1. 기관소개<br>서울지방교정청은 서울특별시·인천광역시·경기도·강원도의 수형자·미결수용자 및 피보호감호자의 수용관리·교정·교화 기타 행형사무에 관하여 관할 교도소 등을 지휘·감독하는 대한민국 법무부의 소속기관이다.<br>2. 정보목록<br>http://www.corrections.go.kr/corrections/1217/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGY29ycmVjdGlvbnMlMkYzMDAlMkYyMTc1MjklMkZhcnRjbFZpZXcuZG8lM0ZwYXNzd29yZCUzRCUyNnJnc0JnbmRlU3RyJTNEJTI2YmJzQ2xTZXElM0QlMjZyZ3NFbmRkZVN0ciUzRCUyNmlzVmlld01pbmUlM0RmYWxzZSUyNnBhZ2UlM0QxJTI2YmJzT3BlbldyZFNlcSUzRCUyNnNyY2hDb2x1bW4lM0QlMjZzcmNoV3JkJTNEJTI2<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명 <br>6. 기타
중앙부처소속기관,대구지방교정청,1. 기관소개<br>대구지방교정청은 부산광역시·대구광역시·울산광역시·경상북도·경상남도의 수형자·미결수용자 및 피보호감호자의 수용관리·교정·교화 및 그 밖의 교정행정에 관하여 관할 교정시설을 지휘·감독하는 대한민국 법무부의 소속기관이다. <br>2. 정보목록 <br>http://www.corrections.go.kr/corrections/1281/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGY29ycmVjdGlvbnMlMkYzMTclMkYxNTA5NTUlMkZhcnRjbFZpZXcuZG8lM0ZwYXNzd29yZCUzRCUyNnJnc0JnbmRlU3RyJTNEJTI2YmJzQ2xTZXElM0QlMjZyZ3NFbmRkZVN0ciUzRCUyNmlzVmlld01pbmUlM0RmYWxzZSUyNnBhZ2UlM0QxJTI2YmJzT3BlbldyZFNlcSUzRCUyNnNyY2hDb2x1bW4lM0QlMjZzcmNoV3JkJTNEJTI2<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명 <br>6. 기타
중앙부처소속기관,대전지방교정청,1. 기관소개<br>대전지방교정청은 대전광역시·세종특별자치시·충청북도·충청남도의 수형자·미결수용자 및 피보호감호자의 수용관리·교정·교화 기타 행형사무에 관하여 관할 교도소 등을 지휘·감독하는 대한민국 법무부의 소속기관이다. <br>2. 정보목록 : 없음<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타
중앙부처소속기관,광주지방교정청,1. 기관소개<br>광주지방교정청은 광주광역시·전라북도·전라남도·제주특별자치도의 수형자·미결수용자 및 피보호감호자의 수용관리·교정·교화 기타 행형사무에 관하여 관할 교도소 등을 지휘·감독하는 대한민국 법무부의 소속기관이다. <br>2. 정보목록<br>http://www.corrections.go.kr/corrections/1401/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGY29ycmVjdGlvbnMlMkYzNDclMkYzMzkwNCUyRmFydGNsVmlldy5kbyUzRnBhc3N3b3JkJTNEJTI2cmdzQmduZGVTdHIlM0QlMjZiYnNDbFNlcSUzRCUyNnJnc0VuZGRlU3RyJTNEJTI2aXNWaWV3TWluZSUzRGZhbHNlJTI2cGFnZSUzRDElMjZiYnNPcGVuV3JkU2VxJTNEJTI2c3JjaENvbHVtbiUzRCUyNnNyY2hXcmQlM0QlMjY%3D<br>3. 보유기록물 현황 : 없음<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명<br>6. 기타
중앙부처소속기관,북한인권기록보존소,"1. 기록관소개<br>북한인권기록보존소는 (사) 북한인권정보센터의 부설기관으로 북한인권 기록과 증거물을 체계적으로 관리 및 보존하고, 북한인권피해 사건을 접수 및 조사, 기록을 하며, 향후 북한지역 과거사 청산을 위한 연구 및 준비를 위해 2007년 설립되어 운영되고 있습니다.<br>2. 정보목록 : 없음 <br>3. 보유기록물 현황 : 없음 <br>4. 기록관 홈페이지 링크<br>http://www.nkdb.org/2016/main.php<br>5. 기록물관리전문요원 배치 인원 : 1명 <br>6. 기타<br> 1) 북한인권기록보존소 운영규칙<br>http://www.law.go.kr/법령/북한인권기록보존소운영규칙<br> 2) 통합인권 DB검색<br>http://www.nkdb.org/2016/record/db_search.php"
중앙부처소속기관,한강유역환경청,"1. 기관소개<br>한강유역환경청은 수도권 지역의 자연환경 보존과 한강 수계 관리를 담당하는 환경부 산하 기관이다. 주요 업무는 수도권 지역의 자연환경 보전과 한강유역 수계 관리, 지정폐기물 관리, 자연환경영향평가 협의, 한강유역의 오염물 투기 감시 등이다.<br>2. 정보목록<br>http://www.me.go.kr/hg/web/index.do?menuId=10129<br>3. 한강유역환경청 기록관 보유기록물 목록<br>http://www.me.go.kr/hg/web/board/read.do?pagerOffset=0&maxPageItems=10&maxIndexPages=10&searchKey=title&searchValue=기록&menuId=3470&orgCd=&boardId=1153490&boardMasterId=136&boardCategoryId=&decorator=<br>4. 기록관 홈페이지 링크 : 없음<br>5. 기록물관리전문요원 배치 인원 : 1명 <br>6. 기타<br> 1) 한강유역환경청 기록물 관리 및 기록관 운영에 관한 규정<br>http://www.law.go.kr/행정규칙/한강유역환경청기록물관리및기록관운영에관한규정/(36,20150916)<br> 2) 생산문서목록<br>http://www.me.go.kr/hg/web/index.do?menuId=10135<br> 3) 2019년 비공개기록물 공개재분류 결과 목록<br>http://www.me.go.kr/hg/web/board/read.do?pagerOffset=0&maxPageItems=10&maxIndexPages=10&searchKey=title&searchValue=기록&menuId=3470&orgCd=&boardId=1161530&boardMasterId=136&boardCategoryId=&decorator="
